0,0,0,0.6482839658856392,0.6225854383358098,0.7636296196534114,0.7350427350427351,0.3833580980683507,0.5039062500000001,0.24517087667161963
0,0,1,0.47404675117947837,0.7845468053491828,0.8471990091162191,0.8113821138211382,0.7414561664190193,0.7748447204968945,0.5690936106983655
0,0,2,0.582059234380722,0.75037147102526,0.8353472619328858,0.7518684603886397,0.7473997028231798,0.7496274217585693,0.5007429420505201
0,0,3,0.48564527657898987,0.7912332838038633,0.8581455371592457,0.7729805013927576,0.8246656760772659,0.7979870596693026,0.5824665676077265
0,0,4,0.48210408606312494,0.7860326894502229,0.8415027520869718,0.8359511343804538,0.711738484398217,0.7688603531300161,0.5720653789004457
0,0,5,0.43448409742929717,0.8046062407132244,0.8914973428506454,0.7847222222222222,0.8395245170876672,0.8111988513998564,0.6092124814264488
0,0,6,0.4596231999722394,0.8090638930163447,0.8810144636355809,0.8754512635379061,0.7206537890044576,0.7905460472697636,0.6181277860326895
0,0,7,0.5163155028765852,0.7734026745913819,0.8486186576704075,0.7513661202185792,0.8172362555720654,0.7829181494661921,0.5468053491827638
0,0,8,0.5022533346306194,0.7852897473997028,0.8648861079771886,0.7909090909090909,0.7756315007429421,0.7831957989497375,0.5705794947994056
0,0,9,0.6437198214910247,0.7481426448736999,0.8280745988885676,0.7113924050632912,0.8350668647845468,0.7682843472317158,0.4962852897473997
0,0,10,0.3471082929860462,0.8588410104011887,0.9192345820205816,0.8567208271787297,0.861812778603269,0.8592592592592592,0.7176820208023774
0,0,11,0.3843872550536286,0.8402674591381872,0.9113680069061597,0.8754098360655738,0.7934621099554234,0.8324240062353858,0.6805349182763745
0,0,12,0.3490450287407095,0.8454680534918276,0.9291478355327214,0.8154681139755766,0.8930163447251115,0.8524822695035462,0.6909361069836553
0,0,13,0.3213627460328015,0.850668647845468,0.928816657798463,0.8856209150326797,0.8053491827637445,0.843579766536965,0.7013372956909361
0,0,14,0.4617649709636515,0.8008915304606241,0.8865561710555077,0.7675033025099075,0.8632986627043091,0.8125874125874126,0.6017830609212482
0,0,15,0.4736132459207015,0.7964338781575037,0.917600771864906,0.7327887981330222,0.9331352154531947,0.8209150326797385,0.5928677563150074
0,0,16,0.3596380292014642,0.8410104011887073,0.9423750742390089,0.7755102040816326,0.9598811292719168,0.8579017264276229,0.6820208023774146
0,0,17,0.4801876922561364,0.8328380386329867,0.9024350394874252,0.8612903225806452,0.7934621099554234,0.8259860788863109,0.6656760772659733
0,0,18,0.37215825068679725,0.8462109955423477,0.9113989168280238,0.8618012422360248,0.8246656760772659,0.8428246013667426,0.6924219910846954
0,0,19,0.29325000128962775,0.8714710252600297,0.9419798688094604,0.8676470588235294,0.8766716196136701,0.8721359940872137,0.7429420505200595
